team_id,meeting_id,agenda_item_id,turn_id,turn_position,speaker_role,is_junior,text,is_critical,ai_suggestion_visible,sequence_condition,accountability
T6,T6_M1,T6_M1_A1,361,1,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A1,362,2,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A1,363,3,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A1,364,4,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A1,365,5,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A1,366,6,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A2,367,1,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A2,368,2,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A2,369,3,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A2,370,4,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A2,371,5,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A2,372,6,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A3,373,1,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A3,374,2,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A3,375,3,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A3,376,4,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A3,377,5,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M1,T6_M1_A3,378,6,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with no accountability.,0,0,STATUS_QUO,0
T6,T6_M2,T6_M2_A1,379,1,director,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A1,380,2,junior_eng,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A1,381,3,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A1,382,4,director,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A1,383,5,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A1,384,6,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A2,385,1,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A2,386,2,director,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A2,387,3,director,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A2,388,4,director,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A2,389,5,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A2,390,6,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A3,391,1,senior_eng,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A3,392,2,director,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A3,393,3,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A3,394,4,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A3,395,5,junior_eng,1,Synthetic utterance raising a concern about trade-offs and risks under HUMAN_FIRST with no accountability.,1,0,HUMAN_FIRST,0
T6,T6_M2,T6_M2_A3,396,6,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with no accountability.,0,0,HUMAN_FIRST,0
T6,T6_M3,T6_M3_A1,397,1,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A1,398,2,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A1,399,3,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A1,400,4,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A1,401,5,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A1,402,6,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A2,403,1,junior_pm,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A2,404,2,junior_pm,1,Synthetic utterance raising a concern about trade-offs and risks under STATUS_QUO with accountability.,1,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A2,405,3,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A2,406,4,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A2,407,5,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A2,408,6,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A3,409,1,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A3,410,2,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A3,411,3,junior_eng,1,Synthetic utterance raising a concern about trade-offs and risks under STATUS_QUO with accountability.,1,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A3,412,4,senior_eng,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A3,413,5,director,0,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M3,T6_M3_A3,414,6,junior_eng,1,Synthetic utterance offering neutral progress updates under STATUS_QUO with accountability.,0,0,STATUS_QUO,1
T6,T6_M4,T6_M4_A1,415,1,senior_eng,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A1,416,2,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A1,417,3,senior_eng,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A1,418,4,junior_eng,1,Synthetic utterance raising a concern about trade-offs and risks under HUMAN_FIRST with accountability.,1,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A1,419,5,senior_eng,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A1,420,6,director,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A2,421,1,junior_pm,1,Synthetic utterance raising a concern about trade-offs and risks under HUMAN_FIRST with accountability.,1,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A2,422,2,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A2,423,3,senior_eng,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A2,424,4,director,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A2,425,5,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A2,426,6,director,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A3,427,1,junior_pm,1,Synthetic utterance raising a concern about trade-offs and risks under HUMAN_FIRST with accountability.,1,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A3,428,2,senior_eng,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A3,429,3,director,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A3,430,4,director,0,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A3,431,5,junior_eng,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
T6,T6_M4,T6_M4_A3,432,6,junior_pm,1,Synthetic utterance offering neutral progress updates under HUMAN_FIRST with accountability.,0,0,HUMAN_FIRST,1
